binomial,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
Nycteris javanica,135481.034235326,17.78,VU,Insectivore,CHIROPTERA
Nycteris macrotis,12089657.3643696,14.49,LC,Insectivore,CHIROPTERA
Nycteris madagascariensis,50462.6603359587,17.69,DD,Insectivore,CHIROPTERA
Nycteris major,2096958.78573779,13.07636364,DD,Insectivore,CHIROPTERA
Nycteris nana,2938128.29461854,6.98,LC,Insectivore,CHIROPTERA
Nycteris parisii,127127.790049401,13.07636364,DD,Insectivore,CHIROPTERA
Nycteris thebaica,14392650.3924827,9.2,LC,Insectivore,CHIROPTERA
Nycteris tragata,1394635.24364866,14.4,NT,Insectivore,CHIROPTERA
Nycteris vinsoni,291.640204786048,13.07636364,DD,Insectivore,CHIROPTERA
Nycteris woodi,620419.003772945,7.6,LC,Insectivore,CHIROPTERA
Nycticebus bengalensis,2048341.59964701,1137.36,VU,Herbivore,PRIMATES
Nycticebus coucang,630919.625737838,924.55,VU,Omnivore,PRIMATES
Nycticebus javanicus,64634.3431271518,626,CR,Omnivore,PRIMATES
Nycticebus menagensis,749207.299192379,282,VU,Omnivore,PRIMATES
Nycticebus pygmaeus,462593.396883766,342.32,VU,Omnivore,PRIMATES
Nycticeinops schlieffeni,5499879.49418038,5.05,LC,Insectivore,CHIROPTERA
Nycticeius cubanus,48352.4781177052,9.12,NT,Insectivore,CHIROPTERA
Nycticeius humeralis,2883260.06091831,9.12,LC,Insectivore,CHIROPTERA
Nyctiellus lepidus,110184.099010717,5.516,LC,Insectivore,CHIROPTERA
Nyctimene aello,621332.73951252,85.26,LC,Herbivore,CHIROPTERA
Nyctimene albiventer,748029.694322921,29.95,LC,Herbivore,CHIROPTERA
Nyctimene cephalotes,210869.625813136,44.92,LC,Herbivore,CHIROPTERA
Nyctimene certans,212379.566887781,43.24,LC,Herbivore,CHIROPTERA
Nyctimene cyclotis,4143.07969286115,48.83,DD,Herbivore,CHIROPTERA
Nyctimene draconilla,17384.6488018724,30.15,DD,Herbivore,CHIROPTERA
Nyctimene keasti,47545.664543609,56.67,VU,Herbivore,CHIROPTERA
Nyctimene major,70315.0773332566,107.06,LC,Herbivore,CHIROPTERA
Nyctimene malaitensis,7178.48704118197,78.39,LC,Herbivore,CHIROPTERA
Nyctimene masalai,7019.82543861298,53.2,DD,Herbivore,CHIROPTERA
Nyctimene minutus,25954.6018608731,56.67,VU,Herbivore,CHIROPTERA
Nyctimene rabori,19216.0537219689,68.25,EN,Herbivore,CHIROPTERA
Nyctimene robinsoni,351781.040227222,48.83,LC,Herbivore,CHIROPTERA
Nyctimene sanctacrucis,501.375717298486,56.67,DD,Herbivore,CHIROPTERA
Nyctimene vizcaccia,70176.7303015939,41.96,LC,Herbivore,CHIROPTERA
Nyctinomops aurispinosus,2631897.37058666,18.43,LC,Insectivore,CHIROPTERA
Nyctinomops femorosaccus,1251911.46002617,15.04,LC,Insectivore,CHIROPTERA
Nyctinomops laticaudatus,13101230.9038591,13.12,LC,Insectivore,CHIROPTERA
Nyctinomops macrotis,15743813.370419,16.38,LC,Insectivore,CHIROPTERA
Nyctomys sumichrasti,673131.859410719,59.99,LC,Herbivore,RODENTIA
Nyctophilus arnhemensis,704005.751063834,6.83,LC,Insectivore,CHIROPTERA
Nyctophilus bifax,1170332.30871499,9.89,LC,Insectivore,CHIROPTERA
Nyctophilus geoffroyi,7272506.24934351,8.465,LC,Insectivore,CHIROPTERA
Nyctophilus gouldi,959247.79180353,11.32,LC,Insectivore,CHIROPTERA
Nyctophilus heran,1252.68454555977,8.465,DD,Insectivore,CHIROPTERA
Nyctophilus microdon,2020.80139102508,8.465,DD,Insectivore,CHIROPTERA
Nyctophilus microtis,166520.159149007,7.29,LC,Insectivore,CHIROPTERA
Nyctophilus nebulosus,0.243998334940571,8.465,CR,Insectivore,CHIROPTERA
Nyctophilus sherrini,48863.2255161942,8.465,DD,Insectivore,CHIROPTERA
Nyctophilus walkeri,397742.811440691,4.44,LC,Insectivore,CHIROPTERA
Ochotona alpina,575027.31111566,150,LC,Herbivore,LAGOMORPHA
Ochotona argentata,95.4928839072919,140.5955,EN,Herbivore,LAGOMORPHA
Ochotona cansus,700176.488216723,68.75,LC,Herbivore,LAGOMORPHA
Ochotona collaris,846253.851016633,129,LC,Herbivore,LAGOMORPHA
Ochotona curzoniae,2222007.28705878,159.47,LC,Herbivore,LAGOMORPHA
Ochotona dauurica,2054524.22221698,131.01,LC,Herbivore,LAGOMORPHA
Ochotona erythrotis,543314.782233482,181,LC,Herbivore,LAGOMORPHA
Ochotona forresti,38532.7803062603,125,LC,Herbivore,LAGOMORPHA
Ochotona gloveri,417996.814650212,181,LC,Herbivore,LAGOMORPHA
Ochotona hoffmanni,1241.70026568781,157.3771923,EN,Herbivore,LAGOMORPHA
Ochotona hyperborea,8990050.46995655,120,LC,Herbivore,LAGOMORPHA
Ochotona iliensis,32973.3741777238,165,EN,Herbivore,LAGOMORPHA
Ochotona koslowi,4849.15162067452,188.6965,EN,Herbivore,LAGOMORPHA
Ochotona ladacensis,786588.389389436,131.475,LC,Herbivore,LAGOMORPHA
Ochotona macrotis,2931190.69912368,204.75,LC,Herbivore,LAGOMORPHA
Ochotona nubrica,491704.99633651,235,LC,Herbivore,LAGOMORPHA
Ochotona princeps,894661.410929734,157.63,LC,Herbivore,LAGOMORPHA
Ochotona pusilla,1530161.49697874,142.5,LC,Herbivore,LAGOMORPHA
Ochotona roylei,493849.813945302,260,LC,Herbivore,LAGOMORPHA
Ochotona rufescens,946120.658205493,250,LC,Herbivore,LAGOMORPHA
Ochotona rutila,206938.680872294,250,LC,Herbivore,LAGOMORPHA
Ochotona thibetana,729354.294641118,83.1,LC,Herbivore,LAGOMORPHA
Ochotona thomasi,328463.409518416,97.5,LC,Herbivore,LAGOMORPHA
Ochotona turuchanensis,1642743.89290138,120,LC,Herbivore,LAGOMORPHA
Ochrotomys nuttalli,1444556.93965633,22.81,LC,Herbivore,RODENTIA
Octodon bridgesi,120968.713193593,162.25,VU,Herbivore,RODENTIA
Octodon degus,63501.3474680068,203.27,LC,Herbivore,RODENTIA
Octodon lunatus,25576.9872684904,200.55,NT,Herbivore,RODENTIA
Octodon pacificus,53.0405072148221,180.46,CR,Herbivore,RODENTIA
Octodontomys gliroides,487312.914511575,155.77,LC,Herbivore,RODENTIA
Octomys mimax,118944.764420359,124.43,LC,Herbivore,RODENTIA
Odocoileus hemionus,6340068.20668366,84560.57,LC,Herbivore,CETARTIODACTYLA
Odocoileus virginianus,14410636.173692,75901.25,LC,Herbivore,CETARTIODACTYLA
Oecomys auyantepui,1088892.3547115,46.25861204,LC,Omnivore,RODENTIA
Oecomys bicolor,8594483.01177492,40.74,LC,Omnivore,RODENTIA
Oecomys catherinae,3493013.37739164,46.25861204,LC,Omnivore,RODENTIA
Oecomys cleberi,6482.89536441601,73.4,DD,Omnivore,RODENTIA
Oecomys concolor,4925971.76986704,46.33,LC,Omnivore,RODENTIA
Oecomys flavicans,42577.4438326788,73.4,LC,Herbivore,RODENTIA
Oecomys mamorae,651947.902522561,62.5,LC,Herbivore,RODENTIA
Oecomys paricola,392843.513475308,73.4,DD,Omnivore,RODENTIA
Oecomys phaeotis,117475.217916194,73.4,LC,Omnivore,RODENTIA
Oecomys rex,515092.564547702,73.4,LC,Omnivore,RODENTIA
Oecomys roberti,3727054.37865729,73.4,LC,Omnivore,RODENTIA
Oecomys rutilus,1186681.61236231,73.4,LC,Omnivore,RODENTIA
Oecomys speciosus,380157.556065277,73.4,LC,Omnivore,RODENTIA
Oecomys superans,1547918.84055622,73.4,LC,Omnivore,RODENTIA
Oecomys trinitatis,4830186.91080005,73.4,LC,Omnivore,RODENTIA
Oenomys hypoxanthus,4172138.30532019,89.84,LC,Omnivore,RODENTIA
Oenomys ornatus,159443.686201488,85.5,LC,Omnivore,RODENTIA
Okapia johnstoni,264220.212685383,230001.1,EN,Herbivore,CETARTIODACTYLA
Olallamys albicauda,5976.59620161394,273.5,DD,Herbivore,RODENTIA
Olallamys edax,5390.24493266752,206.4,DD,Herbivore,RODENTIA
Oligoryzomys andinus,260991.295366931,25.2,LC,Omnivore,RODENTIA
Oligoryzomys arenalis,96928.4013787468,25.2,LC,Omnivore,RODENTIA
Oligoryzomys brendae,161.567210045445,26.55990747,DD,Omnivore,RODENTIA
Oligoryzomys chacoensis,760935.694451697,23,LC,Omnivore,RODENTIA
Oligoryzomys delticola,371852.800897302,29.39,LC,Omnivore,RODENTIA
Oligoryzomys destructor,661051.39488611,25.2,LC,Omnivore,RODENTIA
Oligoryzomys eliurus,2260961.42943597,34.58,LC,Omnivore,RODENTIA
Oligoryzomys flavescens,3149813.56757592,21.3,LC,Herbivore,RODENTIA
Oligoryzomys fornesi,1734747.83828258,22.5,LC,Omnivore,RODENTIA
Oligoryzomys fulvescens,2895296.89132777,25,LC,Omnivore,RODENTIA
Oligoryzomys griseolus,52670.1698649067,25.2,LC,Omnivore,RODENTIA
Oligoryzomys longicaudatus,629006.740547332,27.54,LC,Omnivore,RODENTIA
Oligoryzomys magellanicus,135925.08773791,25.2,LC,Omnivore,RODENTIA
Oligoryzomys microtis,2722586.19753977,22.5,LC,Omnivore,RODENTIA
Oligoryzomys moojeni,180679.752934419,26.55990747,DD,Omnivore,RODENTIA
Oligoryzomys nigripes,3214708.39273613,20.33,LC,Herbivore,RODENTIA
Oligoryzomys rupestris,6039.38630187102,26.55990747,DD,Omnivore,RODENTIA
Oligoryzomys stramineus,530369.854215833,26.55990747,LC,Omnivore,RODENTIA
Oligoryzomys vegetus,9901.69050381081,46.25861204,LC,Omnivore,RODENTIA
Ondatra zibethicus,35095076.4587567,991.31,LC,Herbivore,RODENTIA
Onychogalea fraenata,848.876560774641,4952.05,VU,Herbivore,DIPROTODONTIA
Onychogalea unguifera,951054.222261133,6494.73,LC,Herbivore,DIPROTODONTIA
Onychomys arenicola,686486.362340285,30,LC,Carnivore,RODENTIA
Onychomys leucogaster,3841451.1676843,27.92,LC,Carnivore,RODENTIA
Onychomys torridus,767649.883974453,21.68,LC,Insectivore,RODENTIA
Oreamnos americanus,801852.339187708,72105.4,LC,Herbivore,CETARTIODACTYLA
Oreoryzomys balneator,11450.2809943523,60.64641072,DD,Omnivore,RODENTIA
Oreotragus oreotragus,5218047.64890264,13486.55,LC,Herbivore,CETARTIODACTYLA
Ornithorhynchus anatinus,900539.932255984,1484.25,NT,Insectivore,MONOTREMATA
Orthogeomys cavator,5662.46973577678,650,LC,Herbivore,RODENTIA
Orthogeomys cuniculus,270.869900303195,499.99,DD,Herbivore,RODENTIA
Orthogeomys grandis,140755.456371129,499.99,LC,Herbivore,RODENTIA
Orthogeomys heterodus,1191.90013877223,615,LC,Herbivore,RODENTIA
Orthogeomys hispidus,397264.661978095,499.99,LC,Herbivore,RODENTIA
Orthogeomys underwoodi,6276.291733548,250,LC,Herbivore,RODENTIA
Orycteropus afer,19273000.829799,56175.2,LC,Carnivore,TUBULIDENTATA
Oryctolagus cuniculus,972311.225731338,1590.57,NT,Herbivore,LAGOMORPHA
Oryx beisa,1048624.70529928,200576.5,NT,Herbivore,CETARTIODACTYLA
Oryx gazella,1766026.91909201,188404.5,LC,Herbivore,CETARTIODACTYLA
Oryx leucoryx,20909.9452219544,75788.24,VU,Herbivore,CETARTIODACTYLA
Oryzomys couesi,1480835.58384801,69.29,LC,Omnivore,RODENTIA
Oryzomys dimidiatus,1125.60333170429,46.25861204,LC,Omnivore,RODENTIA
Oryzomys gorgasi,161379.269948507,60.5,EN,Omnivore,RODENTIA
Oryzomys palustris,1508984.72949674,53.26,LC,Omnivore,RODENTIA
Oryzorictes hova,124191.676581715,35.74,LC,Insectivore,AFROSORICIDA
Oryzorictes tetradactylus,14226.2159112729,35.99,DD,Insectivore,AFROSORICIDA
Osgoodomys banderanus,179803.687408932,49.99,LC,Omnivore,RODENTIA
Otocolobus manul,2321211.06170126,3500,NT,Carnivore,CARNIVORA
Otocyon megalotis,4957026.92827002,4098.12,LC,Omnivore,CARNIVORA
Otolemur crassicaudatus,5610182.27607331,1206.61,LC,Omnivore,PRIMATES
Otolemur garnettii,526936.803950732,811.17,LC,Omnivore,PRIMATES
Otomops formosus,20026.6465814011,34.92,DD,Insectivore,CHIROPTERA
Otomops johnstonei,121.012856379932,34.92,DD,Insectivore,CHIROPTERA
Otomops madagascariensis,3539.50045939241,34.92,LC,Insectivore,CHIROPTERA
Otomops martiensseni,5186379.58489751,34.92,NT,Insectivore,CHIROPTERA
Otomops papuensis,222.838596749029,34.92,DD,Insectivore,CHIROPTERA
Otomops secundus,4.11157397269076,34.92,DD,Insectivore,CHIROPTERA
Otomops wroughtoni,14508.4629577049,34.92,DD,Insectivore,CHIROPTERA
Otomys anchietae,71608.9388838879,63.85388804,LC,Herbivore,RODENTIA
Otomys angoniensis,595015.154368768,100.64,LC,Herbivore,RODENTIA
Otomys barbouri,398.100451026697,63.85388804,EN,Herbivore,RODENTIA
Otomys burtoni,383.855667857627,108.8333333,EN,Herbivore,RODENTIA
Otomys cuanzensis,115191.810108113,63.85388804,LC,Herbivore,RODENTIA
Otomys denti,80971.5425288526,120,LC,Herbivore,RODENTIA
Otomys irroratus,183846.80488085,114.45,LC,Herbivore,RODENTIA
Otomys lacustris,18223.2044324893,63.85388804,VU,Herbivore,RODENTIA
Otomys laminatus,86794.5980400649,150,LC,Herbivore,RODENTIA
Otomys occidentalis,10690.7435820784,72.8,VU,Herbivore,RODENTIA
Otomys sloggetti,156902.41062677,106.3,LC,Herbivore,RODENTIA
Otomys tropicalis,143756.977666223,108.833,LC,Herbivore,RODENTIA
Otomys typus,396688.574128051,100,LC,Herbivore,RODENTIA
Otomys unisulcatus,374301.32046202,124.5,LC,Herbivore,RODENTIA
Otonycteris hemprichii,1283365.03895015,21.98,LC,Insectivore,CHIROPTERA
Otonyctomys hatti,127970.466360978,36.2,LC,Herbivore,RODENTIA
Otopteropus cartilagonodus,105071.321562861,16.92,LC,Herbivore,CHIROPTERA
Ototylomys phyllotis,491821.324645122,86.94,LC,Herbivore,RODENTIA
Ourebia ourebi,7496162.12577986,17186.09,LC,Herbivore,CETARTIODACTYLA
Ovibos moschatus,1591570.60726189,312500,LC,Herbivore,CETARTIODACTYLA
Ovis ammon,3583607.69074678,113998.7,NT,Herbivore,CETARTIODACTYLA
Ovis canadensis,532974.923966456,74644.87,LC,Herbivore,CETARTIODACTYLA
Ovis dalli,816225.065559673,70194.13,LC,Herbivore,CETARTIODACTYLA
Ovis nivicola,1369345.47057524,90000,LC,Herbivore,CETARTIODACTYLA
Ovis orientalis,2228110.96153142,42500,VU,Herbivore,CETARTIODACTYLA
Oxymycterus amazonicus,775761.454657253,63.27295218,LC,Omnivore,RODENTIA
Oxymycterus angularis,457117.792424827,67.99,LC,Omnivore,RODENTIA
Oxymycterus caparoae,63202.7470406003,63.27295218,LC,Omnivore,RODENTIA
Oxymycterus dasytrichus,284268.490970661,75.39976634,LC,Omnivore,RODENTIA
Oxymycterus delator,82738.6394634569,81.49,LC,Insectivore,RODENTIA
Oxymycterus hiska,34290.9120441932,67.99,LC,Insectivore,RODENTIA
Oxymycterus hispidus,437415.767954171,36.75,LC,Omnivore,RODENTIA
Oxymycterus hucucha,4794.71713070303,67.99,EN,Insectivore,RODENTIA
Oxymycterus inca,360850.754205543,34.99,LC,Omnivore,RODENTIA
Oxymycterus josei,4182.50612312663,63.27295218,EN,Omnivore,RODENTIA
Oxymycterus nasutus,558988.935528729,67.99,LC,Omnivore,RODENTIA
Oxymycterus paramensis,286548.336839273,41.99,LC,Insectivore,RODENTIA
Oxymycterus quaestor,784234.915101827,46.25861204,LC,Omnivore,RODENTIA
Oxymycterus roberti,842669.390970313,83.71,LC,Omnivore,RODENTIA
Oxymycterus rufus,280709.286363157,82.01,LC,Omnivore,RODENTIA
Ozotoceros bezoarticus,468420.532032221,34620.4,NT,Herbivore,CETARTIODACTYLA
Pachyuromys duprasi,1305337.9318531,47.5,LC,Insectivore,RODENTIA
Paguma larvata,6171079.81590339,4300,LC,Omnivore,CARNIVORA
Palawanomys furvus,878.129542836674,141.0605074,LC,Omnivore,RODENTIA
Pan paniscus,415766.35932481,35119.95,EN,Herbivore,PRIMATES
Pan troglodytes,2314277.94913039,45000,EN,Herbivore,PRIMATES
Panthera leo,1690496.59649912,158623.9,VU,Carnivore,CARNIVORA
Panthera onca,9026158.26285303,83943.09,NT,Carnivore,CARNIVORA
Panthera pardus,8516208.6907303,52399.99,VU,Carnivore,CARNIVORA
Panthera tigris,704328.500749519,161914.7,EN,Carnivore,CARNIVORA
Panthera uncia,3006497.02502128,41000,VU,Carnivore,CARNIVORA
Pantholops hodgsonii,1091078.31645566,32733.12,NT,Herbivore,CETARTIODACTYLA
Papagomys armandvillei,13936.035966385,8800,NT,Omnivore,RODENTIA
Papio anubis,7827026.79900558,17728.56,LC,Omnivore,PRIMATES
Papio cynocephalus,1941964.97113671,15822.15,LC,Carnivore,PRIMATES
Papio hamadryas,610339.021199688,14007.08,LC,Omnivore,PRIMATES
Papio papio,442077.493326713,18026.05,NT,Omnivore,PRIMATES
Papio ursinus,3348700.40361295,17729.44,LC,Insectivore,PRIMATES
Pappogeomys bulleri,35908.5320632307,150,LC,Herbivore,RODENTIA
Paracrocidura graueri,997.721839307848,10.16867028,DD,Omnivore,EULIPOTYPHLA
Paracrocidura maxima,25266.5909584315,8.157340556,NT,Omnivore,EULIPOTYPHLA
Paracrocidura schoutedeni,671226.317978677,12.18,LC,Omnivore,EULIPOTYPHLA
Paracynictis selousi,1796820.96501393,1669.72,LC,Carnivore,CARNIVORA
Paradipus ctenodactylus,386135.5152313,140,LC,Herbivore,RODENTIA
Paradoxurus hermaphroditus,7411722.79574402,3200,LC,Omnivore,CARNIVORA
Paradoxurus jerdoni,66739.9543573154,3530.33,LC,Herbivore,CARNIVORA
Paradoxurus zeylonensis,18391.6619255324,2821.3,LC,Omnivore,CARNIVORA
Paraechinus aethiopicus,3874413.07387953,352.4,LC,Insectivore,EULIPOTYPHLA
Paraechinus hypomelas,2536452.00802724,213,LC,Insectivore,EULIPOTYPHLA
Paraechinus micropus,414921.361835245,171,LC,Omnivore,EULIPOTYPHLA
Paraechinus nudiventris,9534.74942486785,245.4666667,LC,Insectivore,EULIPOTYPHLA
Parahydromys asper,223146.354936075,526.66,LC,Insectivore,RODENTIA
Paraleptomys rufilatus,586.356286945466,54.99,EN,Omnivore,RODENTIA
Paraleptomys wilhelmina,4686.89503549726,33.68,DD,Omnivore,RODENTIA
Paramelomys gressitti,3294.82135483493,97.25428571,EN,Herbivore,RODENTIA
Paramelomys levipes,27271.3828114016,82.81,LC,Herbivore,RODENTIA
Paramelomys lorentzii,175785.869169715,150,LC,Herbivore,RODENTIA
Paramelomys mollis,225112.951442515,90.05,LC,Herbivore,RODENTIA
Paramelomys moncktoni,79468.8906440598,80.56,LC,Herbivore,RODENTIA
Paramelomys naso,115422.81661484,144.6,LC,Herbivore,RODENTIA
Paramelomys platyops,496373.43122119,85.6,LC,Herbivore,RODENTIA
Paramelomys rubex,234666.786779482,47.16,LC,Herbivore,RODENTIA
Paramelomys steini,405.004382906408,97.25428571,DD,Herbivore,RODENTIA
Parantechinus apicalis,2721.88622718201,71.31,EN,Insectivore,DASYUROMORPHIA
Paranyctimene raptor,781865.558314427,24.94,LC,Herbivore,CHIROPTERA
Paranyctimene tenax,781865.558314427,24.94,LC,Herbivore,CHIROPTERA
Parascalops breweri,831948.618940649,51.11,LC,Insectivore,EULIPOTYPHLA
Parascaptor leucura,373607.968769738,45.604,LC,Insectivore,EULIPOTYPHLA
Paraxerus alexandri,259068.847258339,50.73,LC,Omnivore,RODENTIA
Paraxerus boehmi,956025.60643198,70.24,LC,Omnivore,RODENTIA
Paraxerus cepapi,2692245.4423745,222.85,LC,Omnivore,RODENTIA
Paraxerus cooperi,10800.3360467656,250,DD,Omnivore,RODENTIA
Paraxerus flavovittis,666787.981381219,160,LC,Omnivore,RODENTIA
Paraxerus lucifer,12059.0832123604,692.45,DD,Omnivore,RODENTIA
Paraxerus ochraceus,547064.702101398,104.3,LC,Omnivore,RODENTIA
Paraxerus palliatus,1045560.20712708,365.37,LC,Omnivore,RODENTIA
Paraxerus poensis,1570567.2095224,100,LC,Omnivore,RODENTIA
Paraxerus vexillarius,32146.5900101383,675,NT,Omnivore,RODENTIA
Paraxerus vincenti,2218.84354020419,246.4344257,EN,Omnivore,RODENTIA
Pardofelis marmorata,1389005.70084994,2826.68,NT,Carnivore,CARNIVORA
Parotomys brantsii,679427.622020204,129.5,LC,Herbivore,RODENTIA
Parotomys littledalei,597770.682492474,126.99,LC,Herbivore,RODENTIA
Paruromys dominator,169337.754275056,325.31,LC,Herbivore,RODENTIA
Pattonomys occasius,192026.642016689,300,DD,Herbivore,RODENTIA
Pattonomys semivillosus,70580.2454809432,300,LC,Herbivore,RODENTIA
Paulamys naso,748.498366119874,122,EN,Omnivore,RODENTIA
Pecari tajacu,15365505.235942,21133.69,LC,Omnivore,CETARTIODACTYLA
Pectinator spekei,419154.664492506,169.7,LC,Herbivore,RODENTIA
Pedetes capensis,3817919.88091032,2549.25,LC,Herbivore,RODENTIA
Pedetes surdaster,457190.945776697,3155.005,LC,Herbivore,RODENTIA
Pelea capreolus,557077.542006304,22731.33,NT,Herbivore,CETARTIODACTYLA
Pelomys campanae,656702.214946997,63.85388804,LC,Herbivore,RODENTIA
Pelomys fallax,3495775.46838966,120.46,LC,Herbivore,RODENTIA
Pelomys hopkinsi,28270.4559422185,73.57347201,DD,Herbivore,RODENTIA
Pelomys isseli,162.93269631573,59.99,NT,Herbivore,RODENTIA
Pelomys minor,309824.591201657,49.99,LC,Herbivore,RODENTIA
Pentalagus furnessi,370.201150094973,2253.25,EN,Herbivore,LAGOMORPHA
Penthetor lucasi,1288201.06401966,35.39,LC,Herbivore,CHIROPTERA
Perameles bougainville,89.1200060501315,230.8,VU,Omnivore,PERAMELEMORPHIA
Perameles gunnii,31989.7082649322,903.46,VU,Omnivore,PERAMELEMORPHIA
Perameles nasuta,411183.136138471,720.26,LC,Omnivore,PERAMELEMORPHIA
Perodicticus potto,714700.000917206,1081.81,LC,Omnivore,PRIMATES
Perognathus amplus,122119.518521051,11.97,LC,Omnivore,RODENTIA
Perognathus fasciatus,1039860.87419491,11.29,LC,Omnivore,RODENTIA
Perognathus flavescens,1542733.95326201,9.21,LC,Omnivore,RODENTIA
Perognathus flavus,1540957.5671476,7.97,LC,Omnivore,RODENTIA
Perognathus inornatus,73760.0307894624,10.16,LC,Herbivore,RODENTIA
Perognathus longimembris,520454.39151123,8.07,LC,Omnivore,RODENTIA
Perognathus merriami,693402.514069762,6.94,LC,Omnivore,RODENTIA
Perognathus parvus,921305.426870381,21.56,LC,Omnivore,RODENTIA
Peromyscus attwateri,452891.853226255,27.9,LC,Omnivore,RODENTIA
Peromyscus aztecus,218569.363925606,34,LC,Insectivore,RODENTIA
Peromyscus beatae,145828.307951466,26,LC,Insectivore,RODENTIA
Peromyscus boylii,2530151.14286446,23.9,LC,Omnivore,RODENTIA
Peromyscus bullatus,65.190048125488,40,CR,Omnivore,RODENTIA
Peromyscus californicus,132623.084590101,42.68,LC,Omnivore,RODENTIA
Peromyscus caniceps,18.0998004953341,18,CR,Omnivore,RODENTIA
Peromyscus crinitus,913321.965724295,16.32,LC,Omnivore,RODENTIA
Peromyscus dickeyi,8.88524336037624,28.6,CR,Omnivore,RODENTIA
Peromyscus difficilis,546382.942681975,27.95,LC,Omnivore,RODENTIA
Peromyscus eremicus,1217901.38493543,22.73,LC,Omnivore,RODENTIA
Peromyscus eva,39058.9465184433,21.99,LC,Omnivore,RODENTIA
Peromyscus fraterculus,144182.030163149,16,LC,Omnivore,RODENTIA
Peromyscus furvus,22384.3928372057,32.99,DD,Omnivore,RODENTIA
Peromyscus gossypinus,1148138.97277403,27.68,LC,Omnivore,RODENTIA
Peromyscus grandis,4204.72673844549,71,NT,Omnivore,RODENTIA
Peromyscus gratus,598242.301808683,27.35,LC,Omnivore,RODENTIA
Peromyscus guatemalensis,17875.0666070906,40,LC,Omnivore,RODENTIA
Peromyscus gymnotis,42202.3052799396,40,LC,Omnivore,RODENTIA
Peromyscus hooperi,19804.7769150507,35.99,LC,Omnivore,RODENTIA
Peromyscus hylocetes,37378.531011804,34,LC,Omnivore,RODENTIA
Peromyscus interparietalis,40.4939752506866,28,CR,Omnivore,RODENTIA
Peromyscus keeni,212135.71077303,28.25,LC,Omnivore,RODENTIA
Peromyscus leucopus,5831351.76761588,18.07,LC,Omnivore,RODENTIA
Peromyscus levipes,160994.63954438,20,LC,Omnivore,RODENTIA
Peromyscus madrensis,290.092109068664,40.75051847,EN,Omnivore,RODENTIA
Peromyscus maniculatus,13030881.6568384,19.98,LC,Herbivore,RODENTIA
Peromyscus mayensis,127.416795813236,46.25861204,CR,Omnivore,RODENTIA
Peromyscus megalops,44159.0559999549,66.2,LC,Omnivore,RODENTIA
Peromyscus mekisturus,98.5660414020877,59.99,CR,Omnivore,RODENTIA
Peromyscus melanocarpus,3955.82699644342,58.9,EN,Omnivore,RODENTIA
Peromyscus melanophrys,512462.176774653,40,LC,Herbivore,RODENTIA
Peromyscus melanotis,494800.923163824,39.59,LC,Omnivore,RODENTIA
Peromyscus melanurus,3857.5430110825,40,EN,Omnivore,RODENTIA
Peromyscus merriami,197642.762992577,40,LC,Omnivore,RODENTIA
